"","year","state","B01001_001","B01001_002","B01001_003","B01001_004","B01001_005","B01001_006","B01001_007","B01001_008","B01001_009","B01001_010","B01001_011","B01001_012","B01001_013","B01001_014","B01001_015","B01001_016","B01001_017","B01001_018","B01001_019","B01001_020","B01001_021","B01001_022","B01001_023","B01001_024","B01001_025","B01001_026","B01001_027","B01001_028","B01001_029","B01001_030","B01001_031","B01001_032","B01001_033","B01001_034","B01001_035","B01001_036","B01001_037","B01001_038","B01001_039","B01001_040","B01001_041","B01001_042","B01001_043","B01001_044","B01001_045","B01001_046","B01001_047","B01001_048","B01001_049","B02001_001","B02001_002","B02001_003","B02001_004","B02001_005","B02001_006","B02001_007","B02001_008","B02001_009","B02001_010","year.1","state.1","B01001_001.1","B01001_002.1","B01001_003.1","B01001_004.1","B01001_005.1","B01001_006.1","B01001_007.1","B01001_008.1","B01001_009.1","B01001_010.1","B01001_011.1","B01001_012.1","B01001_013.1","B01001_014.1","B01001_015.1","B01001_016.1","B01001_017.1","B01001_018.1","B01001_019.1","B01001_020.1","B01001_021.1","B01001_022.1","B01001_023.1","B01001_024.1","B01001_025.1","B01001_026.1","B01001_027.1","B01001_028.1","B01001_029.1","B01001_030.1","B01001_031.1","B01001_032.1","B01001_033.1","B01001_034.1","B01001_035.1","B01001_036.1","B01001_037.1","B01001_038.1","B01001_039.1","B01001_040.1","B01001_041.1","B01001_042.1","B01001_043.1","B01001_044.1","B01001_045.1","B01001_046.1","B01001_047.1","B01001_048.1","B01001_049.1","B02001_001.1","B02001_002.1","B02001_003.1","B02001_004.1","B02001_005.1","B02001_006.1","B02001_007.1","B02001_008.1","B02001_009.1","B02001_010.1","year.2","state.2","B01001_001.2","B01001_002.2","B01001_003.2","B01001_004.2","B01001_005.2","B01001_006.2","B01001_007.2","B01001_008.2","B01001_009.2","B01001_010.2","B01001_011.2","B01001_012.2","B01001_013.2","B01001_014.2","B01001_015.2","B01001_016.2","B01001_017.2","B01001_018.2","B01001_019.2","B01001_020.2","B01001_021.2","B01001_022.2","B01001_023.2","B01001_024.2","B01001_025.2","B01001_026.2","B01001_027.2","B01001_028.2","B01001_029.2","B01001_030.2","B01001_031.2","B01001_032.2","B01001_033.2","B01001_034.2","B01001_035.2","B01001_036.2","B01001_037.2","B01001_038.2","B01001_039.2","B01001_040.2","B01001_041.2","B01001_042.2","B01001_043.2","B01001_044.2","B01001_045.2","B01001_046.2","B01001_047.2","B01001_048.2","B01001_049.2","B02001_001.2","B02001_002.2","B02001_003.2","B02001_004.2","B02001_005.2","B02001_006.2","B02001_007.2","B02001_008.2","B02001_009.2","B02001_010.2","year.3","state.3","B01001_001.3","B01001_002.3","B01001_003.3","B01001_004.3","B01001_005.3","B01001_006.3","B01001_007.3","B01001_008.3","B01001_009.3","B01001_010.3","B01001_011.3","B01001_012.3","B01001_013.3","B01001_014.3","B01001_015.3","B01001_016.3","B01001_017.3","B01001_018.3","B01001_019.3","B01001_020.3","B01001_021.3","B01001_022.3","B01001_023.3","B01001_024.3","B01001_025.3","B01001_026.3","B01001_027.3","B01001_028.3","B01001_029.3","B01001_030.3","B01001_031.3","B01001_032.3","B01001_033.3","B01001_034.3","B01001_035.3","B01001_036.3","B01001_037.3","B01001_038.3","B01001_039.3","B01001_040.3","B01001_041.3","B01001_042.3","B01001_043.3","B01001_044.3","B01001_045.3","B01001_046.3","B01001_047.3","B01001_048.3","B01001_049.3","B02001_001.3","B02001_002.3","B02001_003.3","B02001_004.3","B02001_005.3","B02001_006.3","B02001_007.3","B02001_008.3","B02001_009.3","B02001_010.3","year.4","state.4","B01001_001.4","B01001_002.4","B01001_003.4","B01001_004.4","B01001_005.4","B01001_006.4","B01001_007.4","B01001_008.4","B01001_009.4","B01001_010.4","B01001_011.4","B01001_012.4","B01001_013.4","B01001_014.4","B01001_015.4","B01001_016.4","B01001_017.4","B01001_018.4","B01001_019.4","B01001_020.4","B01001_021.4","B01001_022.4","B01001_023.4","B01001_024.4","B01001_025.4","B01001_026.4","B01001_027.4","B01001_028.4","B01001_029.4","B01001_030.4","B01001_031.4","B01001_032.4","B01001_033.4","B01001_034.4","B01001_035.4","B01001_036.4","B01001_037.4","B01001_038.4","B01001_039.4","B01001_040.4","B01001_041.4","B01001_042.4","B01001_043.4","B01001_044.4","B01001_045.4","B01001_046.4","B01001_047.4","B01001_048.4","B01001_049.4","B02001_001.4","B02001_002.4","B02001_003.4","B02001_004.4","B02001_005.4","B02001_006.4","B02001_007.4","B02001_008.4","B02001_009.4","B02001_010.4","year.5","state.5","B01001_001.5","B01001_002.5","B01001_003.5","B01001_004.5","B01001_005.5","B01001_006.5","B01001_007.5","B01001_008.5","B01001_009.5","B01001_010.5","B01001_011.5","B01001_012.5","B01001_013.5","B01001_014.5","B01001_015.5","B01001_016.5","B01001_017.5","B01001_018.5","B01001_019.5","B01001_020.5","B01001_021.5","B01001_022.5","B01001_023.5","B01001_024.5","B01001_025.5","B01001_026.5","B01001_027.5","B01001_028.5","B01001_029.5","B01001_030.5","B01001_031.5","B01001_032.5","B01001_033.5","B01001_034.5","B01001_035.5","B01001_036.5","B01001_037.5","B01001_038.5","B01001_039.5","B01001_040.5","B01001_041.5","B01001_042.5","B01001_043.5","B01001_044.5","B01001_045.5","B01001_046.5","B01001_047.5","B01001_048.5","B01001_049.5","B02001_001.5","B02001_002.5","B02001_003.5","B02001_004.5","B02001_005.5","B02001_006.5","B02001_007.5","B02001_008.5","B02001_009.5","B02001_010.5"
"1",2015,"Alabama",4830620,2341093,150860,156380,161596,98307,66953,37646,37574,99164,154977,150036,141667,155693,156413,166863,156994,58036,82623,49148,63576,79258,55122,36252,25955,2489527,144194,149334,156841,94462,64298,35547,36669,101444,159815,156764,152220,159835,163909,178187,169355,65766,90872,56472,72022,96507,75371,53976,55667,4830620,3325464,1276544,23850,59599,2439,61078,81646,7032,74614,2016,"Alabama",4841164,2346193,148910,156423,159647,98334,67790,37110,36861,97495,157445,150718,142795,153127,153538,165372,159393,57496,83307,51203,65750,83372,56930,36796,26381,2494971,143861,149284,154333,94397,64288,35875,36158,98990,161732,156669,152831,157463,161471,176258,172841,65434,91124,58864,75198,100123,76173,55764,55840,4841164,3325037,1282053,23919,60744,2008,61991,85412,6877,78535,2017,"Alabama",4850771,2350806,149143,155491,159657,98827,65240,36943,35998,99750,159520,149607,143779,149204,151447,163121,159484,58678,84996,52123,67558,87491,58406,37152,27191,2499965,143020,148447,153651,94446,66093,35702,34486,97240,163430,155531,154309,154342,159934,173882,173422,65920,93999,59870,78149,103646,77731,56937,55778,4850771,3317702,1287167,25098,62815,2213,66942,88834,7644,81190,2018,"Alabama",4864680,2355799,149151,154426,158729,98202,65598,36376,35261,97598,162663,148737,144144,147214,150559,160452,160682,60037,85569,51870,70217,91817,61026,38279,27192,2508881,142974,147748,153364,94199,65915,35484,34087,95610,165559,155701,153698,154326,159748,170310,173329,68825,94573,60161,80851,108141,80154,57880,56244,4864680,3317453,1293186,25576,64609,2182,70055,91619,7079,84540,2019,"Alabama",4876250,2359355,149090,153494,158617,98257,64980,35870,35040,95065,165052,149779,145896,142753,150054,156317,159122,61482,88291,52535,71531,96020,62845,39335,27930,2516895,144097,147570,151839,93412,65837,35427,33548,93230,167570,155546,154545,153194,159501,166787,174087,69293,96727,59558,83413,113624,82251,59420,56419,4876250,3320247,1299048,25565,66270,2238,70662,92220,6933,85287,2020,"Alabama",4893186,2365734,149579,150937,160287,96832,65459,36705,33089,93871,167179,149890,144863,142671,149680,153533,158953,61732,90266,53730,73695,98717,63852,41156,29058,2527452,144353,143839,154917,92168,66849,35535,33436,91324,167471,157327,156541,151181,159156,163463,172950,70479,99237,60677,85546,118676,81975,60785,59567,4893186,3302834,1301319,24764,67909,2042,74996,119322,26577,92745
"2",2015,"Alaska",733375,384160,28346,26276,26350,15929,11125,7274,6961,20755,32415,28232,24217,23429,24764,27623,26300,9823,11975,6682,7076,8877,4834,3015,1882,349215,26607,25063,24821,14735,8517,5147,5366,15663,28259,25272,22002,21968,22784,25503,25198,8714,10256,5772,7127,8269,4894,3758,3520,733375,484250,25022,101313,42921,8841,9273,61755,3202,58553,2016,"Alaska",736855,385296,27905,26436,26748,15441,10841,6454,6537,20685,32384,28830,25203,22825,24496,27423,26562,9739,12593,7308,7532,9156,5268,2833,2097,351559,26527,25873,24045,14641,8210,5113,5220,15480,28801,25760,22215,21813,22405,25090,25494,9350,10411,5974,7566,9041,4957,3701,3872,736855,483518,24443,103574,44218,8862,9900,62340,3056,59284,2017,"Alaska",738565,386319,27737,26172,26523,15476,10067,6360,6707,20585,32963,29497,25960,22175,23736,26312,26590,9701,12825,7680,8619,9927,5504,3064,2139,352246,26530,25652,23798,14358,8252,4776,5039,15091,28993,26523,22606,21564,21905,24124,25447,9385,10796,6272,8761,9381,5363,3848,3782,738565,481971,23702,104995,45604,9075,10505,62713,3204,59509,2018,"Alaska",738516,385579,27605,26511,26200,15376,9785,6014,6587,20020,32871,29750,26104,22094,23403,25326,25948,9884,13164,7903,9285,10386,5747,3282,2334,352937,26635,26117,23521,14173,8117,4456,4790,14882,28979,26919,23444,21037,21471,23144,24956,9574,11231,6552,9155,10085,5694,4092,3913,738516,478834,24129,106660,46556,8849,11027,62461,3474,58987,2019,"Alaska",737068,384915,27062,26776,25921,15200,9746,6154,6029,19262,33136,30027,26569,21886,22918,24477,25581,9826,13370,8044,10016,10959,5844,3606,2506,352153,26175,26034,23348,13878,7880,4003,4659,14355,29069,27092,24203,20726,21008,22294,24504,9531,11786,6658,9489,11121,5978,4381,3981,737068,476015,24205,109751,45920,9204,11308,60665,3011,57654,2020,"Alaska",736990,384653,26684,26976,25643,14990,9523,5710,6184,18561,32803,29948,26780,21996,23118,23790,25402,9691,13401,8263,10695,11671,6120,3957,2747,352337,25618,25849,23752,13847,7897,3787,4439,14094,28525,27330,24867,20651,20718,21425,23722,9457,12183,7322,9491,11902,6812,4515,4134,736990,466961,23894,107298,47289,10485,12231,68832,6529,62303
"3",2015,"Arizona",6641928,3299088,221511,231249,233530,138926,95367,53027,51846,142852,231488,223754,206718,213591,205830,210386,192614,71750,106575,68017,87835,121878,87470,58553,44321,3342840,212324,224385,222965,132399,89651,49968,48167,132457,215985,214946,202482,210621,206081,218328,209767,82243,118070,75725,98682,136840,96953,69559,74242,6641928,5210335,281576,294721,200090,12471,430890,211845,47488,164357,2016,"Arizona",6728577,3344106,222187,233694,230981,139485,95817,52489,52008,146215,236810,226955,209457,212254,205609,210863,193980,75009,108268,71116,93278,128136,92182,60110,47203,3384471,212752,223450,223684,133385,89383,49033,48714,134665,219870,216076,204566,209442,205985,217702,212313,83813,121512,80605,104283,143438,102397,71555,75848,6728577,5235158,287110,296732,205229,12863,468906,222579,47299,175280,2017,"Arizona",6809946,3385055,222144,231773,233042,140052,96498,52588,52107,146845,243575,230404,212962,212037,207117,209867,198161,75866,110269,71820,99022,132708,96625,61269,48304,3424891,212613,223112,225251,134439,91350,49619,47405,134933,225438,218397,208711,208002,207365,216561,214890,84954,125237,82054,109703,149625,107453,71462,76317,6809946,5277661,292831,300182,213417,13364,474583,237908,48784,189124,2018,"Arizona",6946685,3453439,222981,230966,237590,141556,97291,53619,52584,148625,253812,235745,218187,213557,209738,209304,202117,78444,113409,73286,102747,140586,102589,64662,50044,3493246,213121,221866,229677,136026,93324,49596,48052,135879,234547,221707,215619,207857,210350,215871,218373,87314,129661,83283,116285,158048,114385,73900,78505,6946685,5364141,305259,309580,228887,14112,471823,252883,50168,202715,2019,"Arizona",7050299,3504509,221817,228224,241782,142358,99160,53415,52100,149020,260409,239400,224585,213395,211838,208076,204916,81354,116718,73745,106023,148322,108212,67677,51963,3545790,212151,222346,229950,136716,95118,49240,48432,135938,240952,224186,219056,209752,213146,214302,222592,89972,131135,85291,121138,166001,121595,77798,78983,7050299,5444453,317462,317414,233213,14458,460262,263037,50674,212363,2020,"Arizona",7174064,3564979,220346,225723,246866,143488,100233,53533,51827,150589,266718,244743,228667,217678,213739,207757,209429,84679,117609,76146,108746,155977,112626,71372,56488,3609085,210878,219136,235743,137465,96979,49445,48631,137126,246596,228730,224032,211738,215736,213713,226586,91096,134606,87429,127228,174072,128007,80216,83897,7174064,5292498,325105,311014,239190,14633,492027,499597,258075,241522
"4",2015,"Arkansas",2958208,1451913,98246,103613,99707,60521,41663,22626,22920,59114,96190,96273,90371,91881,93238,98960,92133,35466,48616,30652,39469,52154,36856,23098,18146,1506295,93534,97603,96862,57735,39078,21940,20918,59387,96573,95632,90620,93777,95476,102953,100676,36713,53530,33875,42794,61686,44371,35328,35234,2958208,2307849,459748,18409,40336,6845,62484,62537,5557,56980,2016,"Arkansas",2968472,1456694,97806,103608,99276,60841,41841,22574,22531,59657,96753,95829,90575,91825,91401,98508,93411,34931,49676,31719,41506,52879,37145,24064,18338,1511778,93078,97685,96544,58396,40287,21224,20941,58592,97426,95308,91286,93337,93594,102388,100763,37363,54230,35078,45231,62998,44963,34675,36391,2968472,2307136,460638,18697,41539,6738,67645,66079,6519,59560,2017,"Arkansas",2977944,1461651,97807,101860,100096,61457,41257,22888,22458,59598,98119,95862,90837,91672,90396,97234,93460,35038,50714,32156,43481,54119,38339,23974,18829,1516293,92337,97767,96353,58041,39798,20586,20818,59053,98746,95026,92680,92271,92504,100958,100453,38554,55079,35702,46406,65281,46645,34814,36421,2977944,2302141,459969,19476,42368,7062,75106,71822,6651,65171,2018,"Arkansas",2990671,1468412,97632,100727,101296,61628,41456,23681,21953,59003,99732,94689,92867,90446,89915,95671,94127,35723,51462,31690,44633,56516,39873,24481,19211,1522259,92679,97057,96499,58425,39559,21003,20268,58498,100506,94492,95262,90009,92179,98715,101233,39087,55656,34795,49787,66603,48538,34362,37047,2990671,2302874,460970,20037,43988,7969,78981,75852,7323,68529,2019,"Arkansas",2999370,1471760,96986,100270,101442,61421,41658,23070,21553,59319,100466,95098,92836,89930,89791,93367,94658,36335,51933,31556,45109,58729,42066,24801,19366,1527610,92650,96604,96362,58533,39493,20986,20550,56834,101534,94719,95001,90690,92242,96411,100562,40560,56728,35669,49920,69390,49857,35058,37257,2999370,2301044,459542,20434,45504,8733,83576,80537,7658,72879,2020,"Arkansas",3011873,1478511,96802,98969,103012,60923,41277,24123,20634,58783,102338,95817,94009,90127,89617,90606,95723,37341,51855,32070,46614,59448,42409,25072,20942,1533362,91643,95362,97279,58842,39910,20463,20425,56704,101220,95417,95564,91671,92571,93689,99971,42016,57053,37182,51177,70415,52021,34086,38681,3011873,2269959,457840,19146,46130,10455,88363,119980,37364,82616
"5",2015,"California",38421464,19087135,1283763,1295030,1297819,811114,558090,314559,307090,883323,1478557,1399835,1287803,1308311,1306719,1305323,1161821,418682,557192,330615,404199,515115,363282,264126,234767,19334329,1228013,1240201,1245016,773387,525005,290157,285206,825833,1387516,1348430,1271908,1309907,1303528,1330645,1223440,450810,610111,372185,461741,604615,455568,363937,427170,38421464,23747013,2265387,287028,5261978,150370,4974791,1734897,396499,1338398,2016,"California",38654206,19200970,1277459,1295679,1295400,800330,548548,309098,306053,883164,1505740,1419349,1293345,1294750,1297127,1300080,1179528,430372,567891,346029,428748,538074,374949,267766,241491,19453236,1222102,1243193,1241495,764625,519943,286577,278352,827776,1412695,1363383,1278035,1292901,1294480,1323507,1238979,462083,623185,389084,490069,630402,468253,364898,437219,38654206,23680584,2261835,285512,5354608,150908,5133600,1787159,399908,1387251,2017,"California",38982847,19366579,1275266,1290421,1297468,793298,541065,306334,300304,873673,1544173,1448734,1314662,1285752,1295491,1295166,1197646,442950,585619,358005,450081,562927,390335,269321,247888,19616268,1218279,1235810,1245951,758227,516520,279481,276047,823885,1445607,1384358,1294977,1284679,1294908,1316768,1255598,473438,641844,397916,516388,661492,482274,367598,444223,38982847,23607242,2263222,292018,5503672,152027,5329952,1834714,399813,1434901,2018,"California",39148760,19453769,1268862,1274390,1307143,785629,534964,300238,291051,861027,1571925,1467111,1335677,1271347,1287549,1280116,1203213,452961,602955,362895,472769,589271,405391,273776,253509,19694991,1211817,1224929,1249526,751359,511626,272441,270702,814171,1470739,1394237,1309353,1268788,1290222,1297966,1262708,483344,653217,402402,540203,693891,499498,373791,448061,39148760,23529068,2267875,296475,5604339,153366,5415410,1882227,405831,1476396,2019,"California",39283497,19526298,1254607,1257974,1318355,779960,529837,295438,285103,839739,1591508,1484698,1359631,1262846,1279131,1261859,1209041,463834,614865,371074,487802,617578,420939,278686,261793,19757199,1196921,1210252,1257108,746969,508404,264323,265098,801866,1486984,1404674,1321745,1261665,1284503,1275929,1264187,490110,668292,409644,556798,729375,518080,382536,451736,39283497,23453222,2274108,303998,5692423,155290,5481792,1922664,414894,1507770,2020,"California",39346023,19562882,1233088,1242495,1328272,774841,525740,285907,281350,821103,1594429,1505530,1377089,1265725,1264479,1245267,1216743,470895,618484,378972,499096,643905,427222,278926,283324,19783141,1175994,1189152,1269171,743628,503863,259140,259522,787614,1489607,1418347,1333091,1257998,1272718,1256691,1268744,493428,671381,418129,569190,761088,524400,378825,481420,39346023,22053721,2250962,311629,5834312,149636,5623747,3122016,1472235,1649781
"6",2015,"Colorado",5278906,2648667,173245,179803,179579,102577,73565,38468,40680,116654,204625,200624,183386,184422,174730,183543,170717,64919,85896,51057,60037,72252,49142,31894,26852,2630239,163629,173524,170930,98569,67798,35339,36131,108238,188680,188616,175326,173654,172981,187757,179537,65203,90721,54287,65243,80168,59393,43881,50634,5278906,4446095,213787,50008,153467,7695,224374,183480,35786,147694,2016,"Colorado",5359295,2689636,171602,182693,179296,103842,74213,39665,41634,117304,207489,205243,188656,183409,175786,182810,173732,65844,88824,54824,65699,75581,52147,32221,27122,2669659,163890,172645,172535,99678,67883,36131,36646,109288,192351,192927,179556,172745,173510,186432,182687,67910,92399,57543,70333,85262,61476,44794,51038,5359295,4517058,219349,50160,157523,7441,224029,183735,35080,148655,2017,"Colorado",5436519,2731315,170797,181422,182581,105604,73899,38541,40241,117540,213983,213278,194229,184122,178562,180784,175758,66393,91559,56062,69749,81215,54042,32860,28094,2705204,163453,172059,174672,100745,67935,35682,35616,107255,198541,198656,185313,172783,174003,183286,183983,70431,95417,59159,73393,92702,63345,44743,52032,5436519,4576201,221155,51406,164771,8580,225497,188909,33670,155239,2018,"Colorado",5531141,2780831,171155,182468,183742,107404,75396,38768,39582,119777,221913,219400,199031,185937,181419,178165,178485,67167,93106,56955,73215,87863,56335,33978,29570,2750310,164044,172931,175592,102483,69347,34859,35734,109267,204719,203125,191163,173146,175971,179799,184516,72993,97899,60055,78215,99528,65456,45975,53493,5531141,4655584,227938,54483,172695,8296,214817,197328,34311,163017,2019,"Colorado",5610349,2823201,170300,180524,185281,108925,76031,38961,38944,119820,229326,225509,205640,187064,184400,175678,179037,69192,94840,58391,76337,94181,58616,35363,30841,2787148,163732,172738,175663,103842,69757,35463,34961,109828,209736,206929,195787,175692,177373,176069,185125,73671,100805,61882,82036,105518,69081,47666,53794,5610349,4712574,233647,54847,178147,8643,216767,205724,33882,171842,2020,"Colorado",5684926,2862153,168650,177258,187579,110519,76549,41345,37714,118766,235076,231592,211213,191858,185226,173459,182552,69615,93315,60040,78102,100887,61043,35581,34214,2822773,162289,171297,176574,104865,70108,36336,35302,109021,214723,210882,198862,181092,177991,173306,187722,74654,99279,64018,87282,110639,70026,47291,59214,5684926,4634305,235692,53671,181733,8883,233413,337229,147359,189870
"7",2015,"Connecticut",3593222,1751607,97647,110043,118032,75546,54873,26850,25243,71125,112189,107223,102424,116664,131872,138644,126670,44547,60154,35581,44597,55237,38844,28908,28694,1841615,93798,104940,113043,71687,53180,25977,23606,64777,108170,109096,106008,123744,139406,146532,132895,47707,66632,39860,51192,65488,51544,43036,59297,3593222,2778362,370501,8908,150670,981,181881,101919,24131,77788,2016,"Connecticut",3588570,1750270,96313,107749,116685,74774,54309,25986,26042,73878,112436,108354,102147,112756,127850,137202,129033,45692,60804,36999,46364,57749,39732,28816,28600,1838300,92499,102808,111858,70966,52473,25584,24156,66361,107880,109801,104588,120115,135544,145381,134745,50489,66289,41509,52849,68489,51857,42732,59327,3588570,2768080,372696,9399,152782,1031,177594,106988,24621,82367,2017,"Connecticut",3594478,1754046,95198,105454,115704,74172,53566,25815,26371,75637,113200,108568,102537,109772,124446,135429,129916,47689,62524,37685,49125,61062,41370,28894,29912,1840432,90990,101082,110127,70005,52034,25643,23947,68436,107250,110221,106253,114839,132253,143483,136585,51328,68247,41428,55347,73868,53194,43675,60197,3594478,2757064,376240,9385,156450,931,183754,110654,25216,85438,2018,"Connecticut",3581504,1747131,94768,101921,115164,73109,53233,25649,25684,75761,113032,109545,103316,105773,120774,132434,129374,48708,64859,37397,50620,64036,43544,28605,29825,1834373,90215,99085,108971,69392,51448,25902,24184,68310,106947,110324,107236,110698,128414,140516,136796,52427,69955,41013,57061,77287,55333,43497,59362,3581504,2734880,378262,9698,158817,1173,185244,113430,24904,88526,2019,"Connecticut",3575074,1744245,94516,100677,113237,71984,52666,25439,25480,75282,113876,110366,103719,104301,117313,129088,128121,49589,67558,37806,51550,66940,45353,28713,30671,1830829,89292,97323,108088,68716,50883,25549,23831,69016,107227,110273,106939,109780,124830,137197,136683,53746,71436,41696,58640,79790,56882,43939,59073,3575074,2714031,383416,9955,161257,1123,186292,119000,25143,93857,2020,"Connecticut",3570549,1741688,93725,97435,113376,71199,52105,25215,24644,75457,114689,110988,104519,104625,113333,125579,129101,50372,67115,37957,52489,70100,45954,29534,32177,1828861,88983,94886,108272,67708,50274,25240,25233,67592,107616,110624,109445,107508,120647,133627,138063,55305,70583,42775,59911,82175,57399,43022,61973,3570549,2649994,382161,9079,163262,1189,192217,172647,66586,106061
"8",2015,"Delaware",926454,448413,28382,28224,29482,17589,13094,7106,6652,19006,30933,28602,26498,27674,30582,32444,29048,11426,16499,9900,12867,17121,11479,7473,6332,478041,27430,28735,27484,16828,13125,7563,6223,18413,31146,29431,28738,28519,32924,35052,34377,12242,17775,11891,14816,19327,14264,10353,11385,926454,642623,200481,3140,33643,306,20995,25266,2699,22567,2016,"Delaware",934695,452416,28344,27859,29815,17676,12912,6771,6702,18574,31941,29156,26498,27215,30011,32458,30465,11357,16377,10695,13473,17964,12116,7657,6380,482279,27267,28707,27593,16931,12927,7205,5852,18645,31864,29724,28685,28069,32293,35039,35369,12522,18039,12267,16092,20363,14926,10278,11622,934695,647002,203027,3494,34428,461,20452,25831,2615,23216,2017,"Delaware",943732,456876,28103,27992,29669,17782,12696,6667,6413,18641,32722,29803,27130,26504,29422,32364,31159,11798,16625,11250,13969,18930,12911,7613,6713,486856,27179,28318,28045,16965,12692,7354,5638,18038,32671,30045,29100,27579,31705,34901,35703,12937,18807,12987,16758,21711,15498,10619,11606,943732,652170,206290,3482,36553,465,18512,26260,2514,23746,2018,"Delaware",949495,459570,27813,27532,30043,17767,12533,6729,6234,18042,33137,30102,27662,25972,28892,31832,31908,12523,16403,11587,14791,19562,13733,7817,6956,489925,27041,27634,28633,16963,12535,6891,6062,17064,32966,30153,28834,27770,31116,34613,36267,12946,19754,13216,17727,22783,16928,10547,11482,949495,654905,209892,3455,36723,477,18034,26009,2578,23431,2019,"Delaware",957248,462890,27732,27087,30472,17785,12405,6316,6371,17411,33367,30570,28083,25779,28420,31229,32502,12291,17394,11414,15530,21051,14556,8097,7028,494358,27098,26687,29734,17089,12615,7365,5624,16137,33050,30631,28704,28032,30680,33925,35264,13674,21551,13413,18294,24484,17768,11140,11399,957248,658237,212302,3729,37009,542,18350,27079,3059,24020,2020,"Delaware",967679,467720,27809,27824,30047,17720,12445,6350,6405,17024,33274,31190,28422,26226,27848,30577,33766,11547,18045,11507,16265,22363,15059,8782,7225,499959,26965,27505,29034,17303,12675,6798,6111,15794,32926,31336,28562,28763,30005,33452,34995,14645,22267,14302,19454,25080,18878,11491,11618,967679,652587,212795,3560,38528,705,21937,37567,8973,28594
"9",2015,"District of Columbia",647484,306674,20585,14999,12723,7740,10372,6109,5869,15325,35295,32716,23748,21158,19279,19249,17592,5922,8350,4218,5522,8221,5071,3399,3212,340810,19848,15518,11991,7901,12426,6506,6535,19085,41913,35553,24922,20113,18956,19279,18716,7875,10017,5776,7599,9761,7601,5619,7300,647484,260325,316447,2154,23822,250,27159,17327,2442,14885,2016,"District of Columbia",659009,312629,21367,16364,12316,7757,10131,5632,5994,15518,36030,34033,24647,21493,19235,19353,17605,6072,8580,4309,5774,8553,4990,3561,3315,346380,20588,16058,12443,7792,12344,6167,6026,19515,42094,37066,25774,20866,18976,19295,18526,7653,10533,5909,8154,9981,7838,5507,7275,659009,266035,318598,2174,24036,271,29650,18245,2561,15684,2017,"District of Columbia",672391,319046,22117,16987,12571,7810,9814,5474,5859,14120,37358,35738,26223,21301,19162,19334,17698,6153,8789,4578,6357,8953,5425,3617,3608,353345,21490,16379,12963,7741,11803,6058,5872,17490,44267,39027,27087,20993,18948,19136,18545,7685,10630,6187,8810,10697,8393,5623,7521,672391,273471,321062,1757,25558,289,30961,19293,2665,16628,2018,"District of Columbia",684498,324881,22724,17266,13562,7924,9721,5493,5610,13801,37850,36999,28413,20714,19244,19208,17978,6526,8470,4706,6276,9434,5706,3549,3707,359617,21968,16462,14001,7830,11942,6127,5333,17753,44563,40304,29082,20967,19030,18978,18475,7425,11043,6290,8827,11387,8783,5798,7249,684498,280469,321317,1993,26718,340,33518,20143,2631,17512,2019,"District of Columbia",692683,328644,22874,17846,13997,7905,9643,5454,5185,13565,38104,37811,29531,20961,19316,18929,18428,6307,8526,5126,6780,9005,6075,3550,3726,364039,22166,16415,14948,7779,12113,5834,5523,17320,44689,41268,29655,22154,19166,18712,18311,7434,11144,6493,9081,11669,8720,5993,7452,692683,285857,320811,2091,27592,376,34511,21445,3037,18408,2020,"District of Columbia",701974,333137,22906,18008,14986,7801,9212,5189,4282,14756,38336,38702,30589,21555,19464,18632,18823,6315,8370,5498,6820,9092,6202,3779,3820,368837,22007,17061,15457,7822,12028,6057,5071,17345,44789,42071,31290,22563,19311,18440,17466,7538,11820,6596,9261,12164,9122,6108,7450,701974,288306,318631,2438,28762,328,33764,29745,7853,21892
